LotFrontage,LotArea,OverallQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,MSSubClass_30,MSSubClass_60,MSZoning_RL,MSZoning_RM,LotShape_Reg,LotShape_IR1,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_None,ExterQual_Gd,ExterQual_TA,ExterQual_Ex,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_No,BsmtExposure_Gd,BsmtFinType1_GLQ,HeatingQC_Ex,HeatingQC_TA,CentralAir_N,Electrical_SBrkr,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,FireplaceQu_Ex,FireplaceQu_Gd,FireplaceQu_NA,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_NA,GarageFinish_Unf,GarageFinish_Fin,GarageQual_TA,GarageCond_TA,PavedDrive_Y,PavedDrive_N,SaleType_WD,SaleType_New,SaleCondition_Partial
24,2280,7,360,549,195,744,757,744,1501,0,2,1,6,0,2,440,0,0,179400,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
65,12257,8,513,56,1198,1318,1328,1203,2531,0,2,1,9,1,3,752,222,98,290000,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
70,9100,6,0,612,252,864,864,0,864,0,1,0,5,0,1,300,0,0,127500,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
60,6911,5,0,405,740,1145,1301,0,1301,0,1,0,5,0,2,440,0,0,100000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
72,8640,7,0,24,732,756,764,783,1547,0,2,1,7,0,2,614,169,45,215200,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
82,9430,8,673,1163,89,1252,1268,1097,2365,1,2,1,8,1,3,856,0,128,337000,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
30,9549,8,0,437,0,1494,1494,0,1494,1,1,1,6,1,2,481,0,30,270000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
75,14587,9,284,0,1498,1498,1506,0,1506,0,2,0,6,1,2,592,0,174,264132,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
80,10421,7,42,394,586,980,980,734,1714,0,2,1,7,1,2,496,228,66,196500,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
75,12508,6,0,660,323,983,983,767,1750,1,2,0,7,0,1,423,245,0,160000,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
70,9100,7,0,24,1836,1860,1836,0,1836,0,2,0,8,1,2,484,120,33,216837,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
47,53504,8,603,1416,234,1650,1690,1589,3279,1,3,1,12,1,3,841,503,36,538000,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
0,7252,5,0,685,173,858,858,0,858,1,1,0,5,0,2,576,120,0,134900,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
67,8877,4,0,836,0,836,1220,0,1220,0,1,0,6,0,2,396,0,0,102000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
94,7819,6,0,422,480,1029,1117,0,1117,1,1,0,6,1,2,672,144,0,107000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
70,10150,5,1,456,456,912,912,0,912,0,1,0,5,0,1,275,0,0,114500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
110,14226,8,375,0,1935,1935,1973,0,1973,0,2,0,9,1,3,895,315,45,395000,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
32,4500,6,320,866,338,1204,1204,0,1204,1,2,0,5,0,2,412,0,247,162000,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
86,11210,7,240,20,1594,1614,1614,0,1614,0,2,0,7,0,3,865,144,59,221500,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
100,13350,5,0,762,102,864,894,0,894,1,1,0,5,1,2,440,241,0,142500,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
60,8400,5,320,0,0,0,2020,0,2020,0,2,0,10,2,2,630,0,0,144000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
78,10530,6,90,975,0,975,1004,0,1004,1,1,0,4,0,2,504,0,0,135000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
63,7875,7,38,0,1237,1237,1253,0,1253,0,2,0,6,1,2,402,220,21,176000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
65,7153,6,0,387,374,761,810,793,1603,0,2,1,7,0,2,484,0,124,175900,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
67,16285,7,0,0,1413,1413,1430,0,1430,0,2,0,6,0,2,605,0,33,187100,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
0,9101,5,104,1097,0,1097,1110,0,1110,1,1,0,4,1,2,602,303,30,165500,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
35,6300,6,0,0,742,742,742,742,1484,0,2,0,9,1,0,0,0,291,128000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,9790,6,0,251,491,1372,1342,0,1342,0,2,0,7,1,2,457,0,0,161500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
60,10800,5,0,686,0,686,966,686,1652,1,2,0,7,0,1,416,0,0,139000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
76,10142,7,0,656,300,956,956,1128,2084,1,2,1,8,0,2,618,0,45,233000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
50,6000,4,0,0,901,901,901,0,901,0,1,0,4,0,1,281,0,0,107900,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
0,12205,6,157,568,264,832,976,1111,2087,0,2,1,9,0,2,444,133,168,187500,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
43,3182,7,11,16,1129,1145,1145,0,1145,0,2,0,5,1,2,397,100,16,160200,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
0,11333,6,0,539,490,1029,1062,0,1062,1,1,0,5,2,2,539,120,0,146800,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
92,9920,7,0,862,255,1117,1127,886,2013,1,2,1,8,1,2,455,180,130,269790,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
76,9158,8,140,0,1496,1496,1496,0,1496,0,2,0,7,0,2,474,168,130,225000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1
0,10832,7,0,0,712,712,1086,809,1895,0,2,1,7,1,2,409,143,46,194500,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
70,8400,6,130,0,650,650,888,676,1564,0,2,1,7,1,2,476,0,50,171000,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
71,8197,6,148,0,660,660,1285,0,1285,0,1,1,7,1,2,528,138,0,143500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
57,7677,5,0,570,203,773,773,0,773,0,1,0,4,0,1,240,0,0,110000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
104,13518,9,860,0,1926,1926,1966,1174,3140,0,3,1,11,2,3,820,144,78,485000,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1
60,7200,5,252,569,162,731,981,787,1768,1,1,1,7,2,1,240,0,0,175000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
79,12798,6,0,462,154,616,616,1072,1688,1,2,1,8,0,2,603,403,114,200000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
40,4800,4,0,197,999,1196,1196,0,1196,1,1,0,5,0,2,440,0,0,109900,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
63,8199,7,0,648,80,728,728,728,1456,1,2,1,7,1,2,410,36,18,189000,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
107,13891,9,424,0,1734,1734,1734,1088,2822,0,3,1,12,1,3,1020,52,170,582933,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
75,9000,5,0,812,124,936,1128,0,1128,0,1,0,5,0,1,286,0,0,118000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
91,12274,7,256,0,1417,1417,1428,0,1428,0,2,0,6,0,2,554,0,60,227680,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
75,9750,5,0,400,100,980,980,0,980,0,2,0,6,0,1,384,68,0,135500,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
144,21384,5,0,1309,15,1324,1072,504,1576,2,1,1,6,1,2,528,0,312,223500,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
85,13400,5,1047,516,380,1024,1086,0,1086,1,1,0,6,1,2,484,0,0,159950,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
90,8100,5,0,0,849,849,1075,1063,2138,0,2,0,11,0,2,360,40,156,106000,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
78,10140,6,99,663,0,1040,1309,0,1309,1,1,1,5,1,2,484,265,0,181000,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,4438,6,169,662,186,848,848,0,848,1,1,0,4,1,2,420,140,0,144500,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
66,8712,5,0,0,540,540,1044,0,1044,0,1,0,4,0,2,504,0,0,55993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
75,9750,6,243,608,834,1442,1442,0,1442,0,1,1,7,0,1,301,0,0,157900,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
45,8248,5,0,0,686,686,686,564,1250,0,1,1,7,0,1,280,207,0,116000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
48,12137,7,442,0,1649,1649,1661,0,1661,0,2,0,6,0,2,598,0,34,224900,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
0,11425,5,0,486,522,1008,1008,0,1008,0,1,0,4,1,1,275,0,0,137000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,13265,8,148,1218,350,1568,1689,0,1689,1,2,0,7,2,3,857,150,59,271000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
80,8816,6,80,504,506,1010,1052,0,1052,1,1,0,6,0,2,440,0,0,155000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
44,6371,7,128,733,625,1358,1358,0,1358,1,2,0,6,1,2,484,192,35,224000,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
72,7226,7,0,0,798,798,798,842,1640,0,2,1,6,0,2,595,0,45,183000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
60,6000,4,0,0,936,936,936,0,936,0,1,0,4,0,2,576,0,32,93000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
0,12394,7,0,0,847,847,847,886,1733,0,2,1,7,1,2,433,100,48,225000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0
60,9900,6,0,0,778,778,944,545,1489,0,2,0,7,1,1,240,335,0,139500,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
81,11216,8,0,0,1489,1489,1489,0,1489,0,2,0,7,1,2,776,0,140,232600,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
114,14803,10,816,1636,442,2078,2084,0,2084,1,2,0,7,1,3,1220,188,45,385000,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
50,6130,5,0,784,0,784,784,0,784,1,1,0,5,0,0,0,0,0,109500,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
65,8529,7,0,20,1434,1454,1434,0,1434,0,2,0,6,1,2,527,290,39,189000,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
0,28698,5,0,249,0,1013,1160,966,2126,0,2,1,7,0,2,538,486,0,185000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
24,2544,7,0,0,600,600,520,623,1223,0,2,1,4,0,2,480,0,166,147400,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
80,11900,6,387,1040,352,1392,1392,0,1392,1,1,1,6,2,2,458,0,0,166000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
30,3180,7,0,0,600,600,520,600,1200,0,2,1,4,0,2,480,0,166,151000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
44,9548,7,223,483,458,941,941,888,1829,1,2,1,7,1,2,613,192,39,237000,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
100,10004,6,180,196,975,1516,1516,0,1516,0,1,1,6,0,2,472,0,0,167000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
75,7875,5,136,572,572,1144,1144,0,1144,1,1,0,6,0,2,456,0,0,139950,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
60,9600,4,0,442,625,1067,1067,0,1067,0,2,0,4,0,2,436,290,0,128000,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
90,8100,5,0,338,1221,1559,1559,0,1559,1,1,0,5,0,2,812,0,116,153500,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
21,1680,6,158,330,153,483,483,504,987,1,1,1,5,0,1,264,0,0,100000,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
75,9525,5,0,0,1099,1099,1099,0,1099,0,1,1,6,0,1,352,278,0,144000,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
70,11767,5,0,352,416,768,768,432,1200,0,1,0,6,0,1,240,0,0,130500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0
0,12155,6,0,156,516,672,810,672,1482,0,2,0,7,0,1,400,0,0,140000,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
60,10440,5,0,0,650,650,958,581,1539,0,2,0,8,1,2,686,70,78,157500,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
82,9020,6,183,312,276,1127,1165,0,1165,1,1,1,6,0,2,490,0,129,174900,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
80,8000,5,0,0,1800,1800,1800,0,1800,0,2,0,10,0,0,0,0,0,141000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
100,12665,5,0,0,876,876,876,540,1416,0,1,1,7,1,3,720,418,0,153900,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0
0,16647,5,0,1390,0,1390,1701,0,1701,1,2,0,6,2,2,611,0,0,171000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
75,9317,7,137,513,227,740,1006,769,1775,1,2,1,7,1,2,425,234,72,213000,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
